,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega,type,expiry,text_content
0,150.0,305.17,295.5,296.05,296.6,3,22,0.0,1.0,0.0,0.02,0.0,call,2025-11-07:w,"Strike price $150.0 | Last traded price $305.17 | Bid $295.5, Ask $296.6, Mid $296.05 | Volume 3 contracts | Open interest 22 contracts | Implied volatility 0.00 | Delta 1.00 | Gamma 0.0000 | Theta 0.0200 | Vega 0.00 | Option type call expiring 2025-11-07:w"
3241,530.0,53.64,53.4,53.58,53.75,22,214,60.74,0.46,0.002,0.22,1.29,call,2026-05-15:m,"Strike price $530.0 | Last traded price $53.64 | Bid $53.4, Ask $53.75, Mid $53.58 | Volume 22 contracts | Open interest 214 contracts | Implied volatility 60.74 | Delta 0.46 | Gamma 0.0020 | Theta 0.2200 | Vega 1.29 | Option type call expiring 2026-05-15:m"
3242,540.0,51.0,50.8,50.97,51.15,44,257,60.89,0.44,0.002,0.22,1.28,call,2026-05-15:m,"Strike price $540.0 | Last traded price $51.0 | Bid $50.8, Ask $51.15, Mid $50.97 | Volume 44 contracts | Open interest 257 contracts | Implied volatility 60.89 | Delta 0.44 | Gamma 0.0020 | Theta 0.2200 | Vega 1.28 | Option type call expiring 2026-05-15:m"
3243,550.0,49.07,48.4,48.55,48.7,210,776,61.07,0.42,0.002,0.22,1.27,call,2026-05-15:m,"Strike price $550.0 | Last traded price $49.07 | Bid $48.4, Ask $48.7, Mid $48.55 | Volume 210 contracts | Open interest 776 contracts | Implied volatility 61.07 | Delta 0.42 | Gamma 0.0020 | Theta 0.2200 | Vega 1.27 | Option type call expiring 2026-05-15:m"
3244,560.0,47.45,46.1,46.28,46.45,4,152,61.26,0.41,0.002,0.22,1.26,call,2026-05-15:m,"Strike price $560.0 | Last traded price $47.45 | Bid $46.1, Ask $46.45, Mid $46.28 | Volume 4 contracts | Open interest 152 contracts | Implied volatility 61.26 | Delta 0.41 | Gamma 0.0020 | Theta 0.2200 | Vega 1.26 | Option type call expiring 2026-05-15:m"
3245,570.0,44.15,43.9,44.08,44.25,43,274,61.42,0.39,0.0019,0.22,1.25,call,2026-05-15:m,"Strike price $570.0 | Last traded price $44.15 | Bid $43.9, Ask $44.25, Mid $44.08 | Volume 43 contracts | Open interest 274 contracts | Implied volatility 61.42 | Delta 0.39 | Gamma 0.0019 | Theta 0.2200 | Vega 1.25 | Option type call expiring 2026-05-15:m"
3246,580.0,42.45,41.85,42.03,42.2,32,2485,61.6,0.38,0.0019,0.21,1.24,call,2026-05-15:m,"Strike price $580.0 | Last traded price $42.45 | Bid $41.85, Ask $42.2, Mid $42.03 | Volume 32 contracts | Open interest 2485 contracts | Implied volatility 61.60 | Delta 0.38 | Gamma 0.0019 | Theta 0.2100 | Vega 1.24 | Option type call expiring 2026-05-15:m"
3247,590.0,39.2,39.9,40.08,40.25,2,511,61.78,0.37,0.0019,0.21,1.22,call,2026-05-15:m,"Strike price $590.0 | Last traded price $39.2 | Bid $39.9, Ask $40.25, Mid $40.08 | Volume 2 contracts | Open interest 511 contracts | Implied volatility 61.78 | Delta 0.37 | Gamma 0.0019 | Theta 0.2100 | Vega 1.22 | Option type call expiring 2026-05-15:m"
3248,600.0,39.5,38.1,38.25,38.4,85,1976,61.98,0.35,0.0018,0.21,1.21,call,2026-05-15:m,"Strike price $600.0 | Last traded price $39.5 | Bid $38.1, Ask $38.4, Mid $38.25 | Volume 85 contracts | Open interest 1976 contracts | Implied volatility 61.98 | Delta 0.35 | Gamma 0.0018 | Theta 0.2100 | Vega 1.21 | Option type call expiring 2026-05-15:m"
3249,610.0,35.65,36.35,36.5,36.65,17,1001,62.15,0.34,0.0018,0.21,1.19,call,2026-05-15:m,"Strike price $610.0 | Last traded price $35.65 | Bid $36.35, Ask $36.65, Mid $36.5 | Volume 17 contracts | Open interest 1001 contracts | Implied volatility 62.15 | Delta 0.34 | Gamma 0.0018 | Theta 0.2100 | Vega 1.19 | Option type call expiring 2026-05-15:m"
3250,620.0,34.45,34.7,34.85,35.0,36,446,62.34,0.33,0.0018,0.2,1.17,call,2026-05-15:m,"Strike price $620.0 | Last traded price $34.45 | Bid $34.7, Ask $35.0, Mid $34.85 | Volume 36 contracts | Open interest 446 contracts | Implied volatility 62.34 | Delta 0.33 | Gamma 0.0018 | Theta 0.2000 | Vega 1.17 | Option type call expiring 2026-05-15:m"
3251,630.0,35.0,33.15,33.3,33.45,11,2249,62.53,0.32,0.0018,0.2,1.15,call,2026-05-15:m,"Strike price $630.0 | Last traded price $35.0 | Bid $33.15, Ask $33.45, Mid $33.3 | Volume 11 contracts | Open interest 2249 contracts | Implied volatility 62.53 | Delta 0.32 | Gamma 0.0018 | Theta 0.2000 | Vega 1.15 | Option type call expiring 2026-05-15:m"
3252,640.0,31.05,31.7,31.85,32.0,4,277,62.74,0.31,0.0017,0.2,1.14,call,2026-05-15:m,"Strike price $640.0 | Last traded price $31.05 | Bid $31.7, Ask $32.0, Mid $31.85 | Volume 4 contracts | Open interest 277 contracts | Implied volatility 62.74 | Delta 0.31 | Gamma 0.0017 | Theta 0.2000 | Vega 1.14 | Option type call expiring 2026-05-15:m"
3253,650.0,31.55,30.3,30.45,30.6,9,629,62.92,0.29,0.0017,0.2,1.12,call,2026-05-15:m,"Strike price $650.0 | Last traded price $31.55 | Bid $30.3, Ask $30.6, Mid $30.45 | Volume 9 contracts | Open interest 629 contracts | Implied volatility 62.92 | Delta 0.29 | Gamma 0.0017 | Theta 0.2000 | Vega 1.12 | Option type call expiring 2026-05-15:m"
3254,660.0,28.95,29.0,29.13,29.25,9,731,63.11,0.28,0.0017,0.19,1.1,call,2026-05-15:m,"Strike price $660.0 | Last traded price $28.95 | Bid $29.0, Ask $29.25, Mid $29.13 | Volume 9 contracts | Open interest 731 contracts | Implied volatility 63.11 | Delta 0.28 | Gamma 0.0017 | Theta 0.1900 | Vega 1.10 | Option type call expiring 2026-05-15:m"
3255,670.0,27.15,27.75,27.88,28.0,3,593,63.3,0.27,0.0016,0.19,1.08,call,2026-05-15:m,"Strike price $670.0 | Last traded price $27.15 | Bid $27.75, Ask $28.0, Mid $27.88 | Volume 3 contracts | Open interest 593 contracts | Implied volatility 63.30 | Delta 0.27 | Gamma 0.0016 | Theta 0.1900 | Vega 1.08 | Option type call expiring 2026-05-15:m"
3256,680.0,25.98,26.55,26.7,26.85,9,159,63.5,0.26,0.0016,0.19,1.06,call,2026-05-15:m,"Strike price $680.0 | Last traded price $25.98 | Bid $26.55, Ask $26.85, Mid $26.7 | Volume 9 contracts | Open interest 159 contracts | Implied volatility 63.50 | Delta 0.26 | Gamma 0.0016 | Theta 0.1900 | Vega 1.06 | Option type call expiring 2026-05-15:m"
3257,690.0,27.0,25.4,25.55,25.7,24,119,63.66,0.25,0.0016,0.18,1.04,call,2026-05-15:m,"Strike price $690.0 | Last traded price $27.0 | Bid $25.4, Ask $25.7, Mid $25.55 | Volume 24 contracts | Open interest 119 contracts | Implied volatility 63.66 | Delta 0.25 | Gamma 0.0016 | Theta 0.1800 | Vega 1.04 | Option type call expiring 2026-05-15:m"
3258,700.0,24.78,24.35,24.5,24.65,90,394,63.87,0.25,0.0015,0.18,1.02,call,2026-05-15:m,"Strike price $700.0 | Last traded price $24.78 | Bid $24.35, Ask $24.65, Mid $24.5 | Volume 90 contracts | Open interest 394 contracts | Implied volatility 63.87 | Delta 0.25 | Gamma 0.0015 | Theta 0.1800 | Vega 1.02 | Option type call expiring 2026-05-15:m"
3259,710.0,,23.35,23.48,23.6,0,53,64.04,0.24,0.0015,0.18,1.0,call,2026-05-15:m,"Strike price $710.0 | No last trade | Bid $23.35, Ask $23.6, Mid $23.48 | Volume 0 contracts | Open interest 53 contracts | Implied volatility 64.04 | Delta 0.24 | Gamma 0.0015 | Theta 0.1800 | Vega 1.00 | Option type call expiring 2026-05-15:m"
3260,720.0,22.4,22.4,22.53,22.65,2,84,64.24,0.23,0.0015,0.17,0.98,call,2026-05-15:m,"Strike price $720.0 | Last traded price $22.4 | Bid $22.4, Ask $22.65, Mid $22.53 | Volume 2 contracts | Open interest 84 contracts | Implied volatility 64.24 | Delta 0.23 | Gamma 0.0015 | Theta 0.1700 | Vega 0.98 | Option type call expiring 2026-05-15:m"
3261,730.0,21.2,21.5,21.63,21.75,1,114,64.44,0.22,0.0014,0.17,0.96,call,2026-05-15:m,"Strike price $730.0 | Last traded price $21.2 | Bid $21.5, Ask $21.75, Mid $21.63 | Volume 1 contracts | Open interest 114 contracts | Implied volatility 64.44 | Delta 0.22 | Gamma 0.0014 | Theta 0.1700 | Vega 0.96 | Option type call expiring 2026-05-15:m"
3262,740.0,20.39,20.65,20.78,20.9,1,87,64.64,0.21,0.0014,0.17,0.95,call,2026-05-15:m,"Strike price $740.0 | Last traded price $20.39 | Bid $20.65, Ask $20.9, Mid $20.78 | Volume 1 contracts | Open interest 87 contracts | Implied volatility 64.64 | Delta 0.21 | Gamma 0.0014 | Theta 0.1700 | Vega 0.95 | Option type call expiring 2026-05-15:m"
3263,750.0,20.2,19.8,19.93,20.05,1,132,64.8,0.21,0.0014,0.17,0.93,call,2026-05-15:m,"Strike price $750.0 | Last traded price $20.2 | Bid $19.8, Ask $20.05, Mid $19.93 | Volume 1 contracts | Open interest 132 contracts | Implied volatility 64.80 | Delta 0.21 | Gamma 0.0014 | Theta 0.1700 | Vega 0.93 | Option type call expiring 2026-05-15:m"
3264,760.0,,19.05,19.18,19.3,0,46,65.02,0.2,0.0013,0.16,0.91,call,2026-05-15:m,"Strike price $760.0 | No last trade | Bid $19.05, Ask $19.3, Mid $19.18 | Volume 0 contracts | Open interest 46 contracts | Implied volatility 65.02 | Delta 0.20 | Gamma 0.0013 | Theta 0.1600 | Vega 0.91 | Option type call expiring 2026-05-15:m"
3265,770.0,,18.3,18.43,18.55,0,31,65.2,0.19,0.0013,0.16,0.89,call,2026-05-15:m,"Strike price $770.0 | No last trade | Bid $18.3, Ask $18.55, Mid $18.43 | Volume 0 contracts | Open interest 31 contracts | Implied volatility 65.20 | Delta 0.19 | Gamma 0.0013 | Theta 0.1600 | Vega 0.89 | Option type call expiring 2026-05-15:m"
3266,780.0,,17.6,17.73,17.85,0,26,65.4,0.19,0.0013,0.16,0.87,call,2026-05-15:m,"Strike price $780.0 | No last trade | Bid $17.6, Ask $17.85, Mid $17.73 | Volume 0 contracts | Open interest 26 contracts | Implied volatility 65.40 | Delta 0.19 | Gamma 0.0013 | Theta 0.1600 | Vega 0.87 | Option type call expiring 2026-05-15:m"
3267,790.0,16.0,16.95,17.05,17.15,20,120,65.57,0.18,0.0012,0.15,0.85,call,2026-05-15:m,"Strike price $790.0 | Last traded price $16.0 | Bid $16.95, Ask $17.15, Mid $17.05 | Volume 20 contracts | Open interest 120 contracts | Implied volatility 65.57 | Delta 0.18 | Gamma 0.0012 | Theta 0.1500 | Vega 0.85 | Option type call expiring 2026-05-15:m"
3268,800.0,16.95,16.3,16.43,16.55,8,356,65.78,0.17,0.0012,0.15,0.84,call,2026-05-15:m,"Strike price $800.0 | Last traded price $16.95 | Bid $16.3, Ask $16.55, Mid $16.43 | Volume 8 contracts | Open interest 356 contracts | Implied volatility 65.78 | Delta 0.17 | Gamma 0.0012 | Theta 0.1500 | Vega 0.84 | Option type call expiring 2026-05-15:m"
3269,810.0,16.0,15.7,15.8,15.9,2,79,65.94,0.17,0.0012,0.15,0.82,call,2026-05-15:m,"Strike price $810.0 | Last traded price $16.0 | Bid $15.7, Ask $15.9, Mid $15.8 | Volume 2 contracts | Open interest 79 contracts | Implied volatility 65.94 | Delta 0.17 | Gamma 0.0012 | Theta 0.1500 | Vega 0.82 | Option type call expiring 2026-05-15:m"
3270,820.0,16.55,15.1,15.23,15.35,2,37,66.13,0.16,0.0012,0.15,0.8,call,2026-05-15:m,"Strike price $820.0 | Last traded price $16.55 | Bid $15.1, Ask $15.35, Mid $15.23 | Volume 2 contracts | Open interest 37 contracts | Implied volatility 66.13 | Delta 0.16 | Gamma 0.0012 | Theta 0.1500 | Vega 0.80 | Option type call expiring 2026-05-15:m"
3271,830.0,16.4,14.55,14.68,14.8,1,209,66.32,0.16,0.0011,0.14,0.78,call,2026-05-15:m,"Strike price $830.0 | Last traded price $16.4 | Bid $14.55, Ask $14.8, Mid $14.68 | Volume 1 contracts | Open interest 209 contracts | Implied volatility 66.32 | Delta 0.16 | Gamma 0.0011 | Theta 0.1400 | Vega 0.78 | Option type call expiring 2026-05-15:m"
3272,840.0,14.4,14.05,14.15,14.25,502,65,66.5,0.15,0.0011,0.14,0.77,call,2026-05-15:m,"Strike price $840.0 | Last traded price $14.4 | Bid $14.05, Ask $14.25, Mid $14.15 | Volume 502 contracts | Open interest 65 contracts | Implied volatility 66.50 | Delta 0.15 | Gamma 0.0011 | Theta 0.1400 | Vega 0.77 | Option type call expiring 2026-05-15:m"
3273,850.0,,13.55,13.65,13.75,0,158,66.68,0.15,0.0011,0.14,0.75,call,2026-05-15:m,"Strike price $850.0 | No last trade | Bid $13.55, Ask $13.75, Mid $13.65 | Volume 0 contracts | Open interest 158 contracts | Implied volatility 66.68 | Delta 0.15 | Gamma 0.0011 | Theta 0.1400 | Vega 0.75 | Option type call expiring 2026-05-15:m"
3274,860.0,12.7,13.05,13.18,13.3,1,50,66.88,0.14,0.001,0.14,0.74,call,2026-05-15:m,"Strike price $860.0 | Last traded price $12.7 | Bid $13.05, Ask $13.3, Mid $13.18 | Volume 1 contracts | Open interest 50 contracts | Implied volatility 66.88 | Delta 0.14 | Gamma 0.0010 | Theta 0.1400 | Vega 0.74 | Option type call expiring 2026-05-15:m"
3275,870.0,12.75,12.6,12.73,12.85,2,467,67.07,0.14,0.001,0.13,0.72,call,2026-05-15:m,"Strike price $870.0 | Last traded price $12.75 | Bid $12.6, Ask $12.85, Mid $12.73 | Volume 2 contracts | Open interest 467 contracts | Implied volatility 67.07 | Delta 0.14 | Gamma 0.0010 | Theta 0.1300 | Vega 0.72 | Option type call expiring 2026-05-15:m"
3276,880.0,11.72,12.2,12.3,12.4,12,139,67.26,0.14,0.001,0.13,0.71,call,2026-05-15:m,"Strike price $880.0 | Last traded price $11.72 | Bid $12.2, Ask $12.4, Mid $12.3 | Volume 12 contracts | Open interest 139 contracts | Implied volatility 67.26 | Delta 0.14 | Gamma 0.0010 | Theta 0.1300 | Vega 0.71 | Option type call expiring 2026-05-15:m"
3277,890.0,12.01,11.75,11.88,12.0,4,121,67.42,0.13,0.001,0.13,0.69,call,2026-05-15:m,"Strike price $890.0 | Last traded price $12.01 | Bid $11.75, Ask $12.0, Mid $11.88 | Volume 4 contracts | Open interest 121 contracts | Implied volatility 67.42 | Delta 0.13 | Gamma 0.0010 | Theta 0.1300 | Vega 0.69 | Option type call expiring 2026-05-15:m"
3278,900.0,12.25,11.35,11.48,11.6,12,286,67.6,0.13,0.001,0.13,0.68,call,2026-05-15:m,"Strike price $900.0 | Last traded price $12.25 | Bid $11.35, Ask $11.6, Mid $11.48 | Volume 12 contracts | Open interest 286 contracts | Implied volatility 67.60 | Delta 0.13 | Gamma 0.0010 | Theta 0.1300 | Vega 0.68 | Option type call expiring 2026-05-15:m"
3279,910.0,12.62,11.0,11.1,11.2,8,34,67.79,0.12,0.0009,0.12,0.66,call,2026-05-15:m,"Strike price $910.0 | Last traded price $12.62 | Bid $11.0, Ask $11.2, Mid $11.1 | Volume 8 contracts | Open interest 34 contracts | Implied volatility 67.79 | Delta 0.12 | Gamma 0.0009 | Theta 0.1200 | Vega 0.66 | Option type call expiring 2026-05-15:m"
3280,920.0,10.5,10.65,10.75,10.85,7,127,67.99,0.12,0.0009,0.12,0.65,call,2026-05-15:m,"Strike price $920.0 | Last traded price $10.5 | Bid $10.65, Ask $10.85, Mid $10.75 | Volume 7 contracts | Open interest 127 contracts | Implied volatility 67.99 | Delta 0.12 | Gamma 0.0009 | Theta 0.1200 | Vega 0.65 | Option type call expiring 2026-05-15:m"
3281,930.0,10.65,10.3,10.4,10.5,10,108,68.16,0.12,0.0009,0.12,0.64,call,2026-05-15:m,"Strike price $930.0 | Last traded price $10.65 | Bid $10.3, Ask $10.5, Mid $10.4 | Volume 10 contracts | Open interest 108 contracts | Implied volatility 68.16 | Delta 0.12 | Gamma 0.0009 | Theta 0.1200 | Vega 0.64 | Option type call expiring 2026-05-15:m"
3282,940.0,10.5,9.95,10.05,10.15,86,750,68.31,0.11,0.0009,0.12,0.62,call,2026-05-15:m,"Strike price $940.0 | Last traded price $10.5 | Bid $9.95, Ask $10.15, Mid $10.05 | Volume 86 contracts | Open interest 750 contracts | Implied volatility 68.31 | Delta 0.11 | Gamma 0.0009 | Theta 0.1200 | Vega 0.62 | Option type call expiring 2026-05-15:m"
3283,5.0,0.01,0.01,0.02,0.02,1,3274,202.71,0.0,0.0,0.0,0.0,put,2026-05-15:m,"Strike price $5.0 | Last traded price $0.01 | Bid $0.01, Ask $0.02, Mid $0.02 | Volume 1 contracts | Open interest 3274 contracts | Implied volatility 202.71 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.00 | Option type put expiring 2026-05-15:m"
3284,10.0,,0.02,0.1,0.17,0,403,199.98,0.0,0.0,0.0,0.0,put,2026-05-15:m,"Strike price $10.0 | No last trade | Bid $0.02, Ask $0.17, Mid $0.1 | Volume 0 contracts | Open interest 403 contracts | Implied volatility 199.98 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.00 | Option type put expiring 2026-05-15:m"
3285,15.0,,0.0,0.2,0.4,0,655,191.68,0.0,0.0,0.0,0.01,put,2026-05-15:m,"Strike price $15.0 | No last trade | Bid $0.0, Ask $0.4, Mid $0.2 | Volume 0 contracts | Open interest 655 contracts | Implied volatility 191.68 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.01 | Option type put expiring 2026-05-15:m"
3286,20.0,,0.0,0.04,0.07,0,1196,145.44,0.0,0.0,0.0,0.0,put,2026-05-15:m,"Strike price $20.0 | No last trade | Bid $0.0, Ask $0.07, Mid $0.04 | Volume 0 contracts | Open interest 1196 contracts | Implied volatility 145.44 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.00 | Option type put expiring 2026-05-15:m"
3287,25.0,,0.03,0.07,0.11,0,1422,143.32,0.0,0.0,0.0,0.01,put,2026-05-15:m,"Strike price $25.0 | No last trade | Bid $0.03, Ask $0.11, Mid $0.07 | Volume 0 contracts | Open interest 1422 contracts | Implied volatility 143.32 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.01 | Option type put expiring 2026-05-15:m"
3288,30.0,,0.06,0.1,0.13,0,6555,137.92,0.0,0.0,0.0,0.01,put,2026-05-15:m,"Strike price $30.0 | No last trade | Bid $0.06, Ask $0.13, Mid $0.1 | Volume 0 contracts | Open interest 6555 contracts | Implied volatility 137.92 | Delta 0.00 | Gamma 0.0000 | Theta 0.0000 | Vega 0.01 | Option type put expiring 2026-05-15:m"
3289,35.0,,0.11,0.26,0.4,0,3111,144.52,0.0,0.0,0.01,0.01,put,2026-05-15:m,"Strike price $35.0 | No last trade | Bid $0.11, Ask $0.4, Mid $0.26 | Volume 0 contracts | Open interest 3111 contracts | Implied volatility 144.52 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.01 | Option type put expiring 2026-05-15:m"
3290,40.0,,0.16,0.28,0.4,0,495,138.15,0.0,0.0,0.01,0.02,put,2026-05-15:m,"Strike price $40.0 | No last trade | Bid $0.16, Ask $0.4, Mid $0.28 | Volume 0 contracts | Open interest 495 contracts | Implied volatility 138.15 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.02 | Option type put expiring 2026-05-15:m"
3291,45.0,0.24,0.22,0.31,0.4,7,703,132.8,0.0,0.0,0.01,0.02,put,2026-05-15:m,"Strike price $45.0 | Last traded price $0.24 | Bid $0.22, Ask $0.4, Mid $0.31 | Volume 7 contracts | Open interest 703 contracts | Implied volatility 132.80 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.02 | Option type put expiring 2026-05-15:m"
3292,50.0,0.36,0.3,0.35,0.4,1,1425,128.45,0.0,0.0,0.01,0.02,put,2026-05-15:m,"Strike price $50.0 | Last traded price $0.36 | Bid $0.3, Ask $0.4, Mid $0.35 | Volume 1 contracts | Open interest 1425 contracts | Implied volatility 128.45 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.02 | Option type put expiring 2026-05-15:m"
3293,55.0,,0.36,0.4,0.44,0,558,124.84,0.0,0.0,0.01,0.03,put,2026-05-15:m,"Strike price $55.0 | No last trade | Bid $0.36, Ask $0.44, Mid $0.4 | Volume 0 contracts | Open interest 558 contracts | Implied volatility 124.84 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.03 | Option type put expiring 2026-05-15:m"
3294,60.0,0.45,0.45,0.49,0.52,1,634,122.6,0.0,0.0,0.01,0.03,put,2026-05-15:m,"Strike price $60.0 | Last traded price $0.45 | Bid $0.45, Ask $0.52, Mid $0.49 | Volume 1 contracts | Open interest 634 contracts | Implied volatility 122.60 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.03 | Option type put expiring 2026-05-15:m"
3295,65.0,0.5,0.54,0.57,0.6,1,721,120.25,0.0,0.0,0.01,0.03,put,2026-05-15:m,"Strike price $65.0 | Last traded price $0.5 | Bid $0.54, Ask $0.6, Mid $0.57 | Volume 1 contracts | Open interest 721 contracts | Implied volatility 120.25 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.03 | Option type put expiring 2026-05-15:m"
3296,70.0,,0.63,0.66,0.69,0,148,117.98,0.0,0.0,0.01,0.04,put,2026-05-15:m,"Strike price $70.0 | No last trade | Bid $0.63, Ask $0.69, Mid $0.66 | Volume 0 contracts | Open interest 148 contracts | Implied volatility 117.98 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.04 | Option type put expiring 2026-05-15:m"
3297,75.0,,0.71,0.75,0.79,0,151,115.67,0.0,0.0,0.01,0.05,put,2026-05-15:m,"Strike price $75.0 | No last trade | Bid $0.71, Ask $0.79, Mid $0.75 | Volume 0 contracts | Open interest 151 contracts | Implied volatility 115.67 | Delta 0.00 | Gamma 0.0000 | Theta 0.0100 | Vega 0.05 | Option type put expiring 2026-05-15:m"
3298,80.0,,0.81,0.85,0.89,0,184,113.57,0.01,0.0,0.01,0.05,put,2026-05-15:m,"Strike price $80.0 | No last trade | Bid $0.81, Ask $0.89, Mid $0.85 | Volume 0 contracts | Open interest 184 contracts | Implied volatility 113.57 | Delta 0.01 | Gamma 0.0000 | Theta 0.0100 | Vega 0.05 | Option type put expiring 2026-05-15:m"
3299,85.0,,0.91,0.95,0.99,0,80,111.45,0.01,0.0,0.02,0.06,put,2026-05-15:m,"Strike price $85.0 | No last trade | Bid $0.91, Ask $0.99, Mid $0.95 | Volume 0 contracts | Open interest 80 contracts | Implied volatility 111.45 | Delta 0.01 | Gamma 0.0000 | Theta 0.0200 | Vega 0.06 | Option type put expiring 2026-05-15:m"
3300,90.0,,1.02,1.06,1.1,0,94,109.51,0.01,0.0001,0.02,0.06,put,2026-05-15:m,"Strike price $90.0 | No last trade | Bid $1.02, Ask $1.1, Mid $1.06 | Volume 0 contracts | Open interest 94 contracts | Implied volatility 109.51 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.06 | Option type put expiring 2026-05-15:m"
3301,95.0,,1.13,1.17,1.21,0,14,107.55,0.01,0.0001,0.02,0.07,put,2026-05-15:m,"Strike price $95.0 | No last trade | Bid $1.13, Ask $1.21, Mid $1.17 | Volume 0 contracts | Open interest 14 contracts | Implied volatility 107.55 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.07 | Option type put expiring 2026-05-15:m"
3302,100.0,,1.24,1.28,1.32,0,1324,105.59,0.01,0.0001,0.02,0.08,put,2026-05-15:m,"Strike price $100.0 | No last trade | Bid $1.24, Ask $1.32, Mid $1.28 | Volume 0 contracts | Open interest 1324 contracts | Implied volatility 105.59 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.08 | Option type put expiring 2026-05-15:m"
3303,105.0,,1.35,1.4,1.44,0,120,103.72,0.01,0.0001,0.02,0.08,put,2026-05-15:m,"Strike price $105.0 | No last trade | Bid $1.35, Ask $1.44, Mid $1.4 | Volume 0 contracts | Open interest 120 contracts | Implied volatility 103.72 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.08 | Option type put expiring 2026-05-15:m"
3304,110.0,1.55,1.47,1.5,1.53,6,54,101.73,0.01,0.0001,0.02,0.09,put,2026-05-15:m,"Strike price $110.0 | Last traded price $1.55 | Bid $1.47, Ask $1.53, Mid $1.5 | Volume 6 contracts | Open interest 54 contracts | Implied volatility 101.73 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.09 | Option type put expiring 2026-05-15:m"
3305,115.0,,1.58,1.61,1.64,0,32,99.84,0.01,0.0001,0.02,0.1,put,2026-05-15:m,"Strike price $115.0 | No last trade | Bid $1.58, Ask $1.64, Mid $1.61 | Volume 0 contracts | Open interest 32 contracts | Implied volatility 99.84 | Delta 0.01 | Gamma 0.0001 | Theta 0.0200 | Vega 0.10 | Option type put expiring 2026-05-15:m"
3306,120.0,,1.71,1.73,1.76,0,623,98.13,0.01,0.0001,0.03,0.1,put,2026-05-15:m,"Strike price $120.0 | No last trade | Bid $1.71, Ask $1.76, Mid $1.73 | Volume 0 contracts | Open interest 623 contracts | Implied volatility 98.13 | Delta 0.01 | Gamma 0.0001 | Theta 0.0300 | Vega 0.10 | Option type put expiring 2026-05-15:m"
3307,125.0,,1.83,1.86,1.89,0,16,96.42,0.01,0.0001,0.03,0.11,put,2026-05-15:m,"Strike price $125.0 | No last trade | Bid $1.83, Ask $1.89, Mid $1.86 | Volume 0 contracts | Open interest 16 contracts | Implied volatility 96.42 | Delta 0.01 | Gamma 0.0001 | Theta 0.0300 | Vega 0.11 | Option type put expiring 2026-05-15:m"
3308,130.0,2.07,1.97,2.0,2.03,2,335,94.84,0.01,0.0001,0.03,0.12,put,2026-05-15:m,"Strike price $130.0 | Last traded price $2.07 | Bid $1.97, Ask $2.03, Mid $2.0 | Volume 2 contracts | Open interest 335 contracts | Implied volatility 94.84 | Delta 0.01 | Gamma 0.0001 | Theta 0.0300 | Vega 0.12 | Option type put expiring 2026-05-15:m"
3309,135.0,,2.1,2.13,2.16,0,124,93.2,0.02,0.0001,0.03,0.13,put,2026-05-15:m,"Strike price $135.0 | No last trade | Bid $2.1, Ask $2.16, Mid $2.13 | Volume 0 contracts | Open interest 124 contracts | Implied volatility 93.20 | Delta 0.02 | Gamma 0.0001 | Theta 0.0300 | Vega 0.13 | Option type put expiring 2026-05-15:m"
3310,140.0,2.34,2.24,2.28,2.31,3,58,91.68,0.02,0.0001,0.03,0.14,put,2026-05-15:m,"Strike price $140.0 | Last traded price $2.34 | Bid $2.24, Ask $2.31, Mid $2.28 | Volume 3 contracts | Open interest 58 contracts | Implied volatility 91.68 | Delta 0.02 | Gamma 0.0001 | Theta 0.0300 | Vega 0.14 | Option type put expiring 2026-05-15:m"
3311,145.0,,2.39,2.43,2.46,0,110,90.19,0.02,0.0002,0.03,0.14,put,2026-05-15:m,"Strike price $145.0 | No last trade | Bid $2.39, Ask $2.46, Mid $2.43 | Volume 0 contracts | Open interest 110 contracts | Implied volatility 90.19 | Delta 0.02 | Gamma 0.0002 | Theta 0.0300 | Vega 0.14 | Option type put expiring 2026-05-15:m"
