strike,volume,option_type,contract_symbol,contract_display_name,contract_display_name_abbreviated,,strike price text,volume text
170,1,PUT,TSLA251205P00170000,"TSLA Dec 5, 2025 170.00 put",TSLA 12/05/25 170.0P,,170 Strike price TSLA,1 Volume
205,1,CALL,TSLA251107C00205000,"TSLA Nov 7, 2025 205.00 call",TSLA 11/07/25 205.0C,,205 Strike price TSLA,1 Volume
440,1,PUT,TSLA271217P00440000,"TSLA Dec 17, 2027 440.00 put",TSLA 12/17/27 440.0P,,440 Strike price TSLA,1 Volume
260,1,PUT,TSLA270617P00260000,"TSLA Jun 17, 2027 260.00 put",TSLA 06/17/27 260.0P,,260 Strike price TSLA,1 Volume
195,1,PUT,TSLA270617P00195000,"TSLA Jun 17, 2027 195.00 put",TSLA 06/17/27 195.0P,,195 Strike price TSLA,1 Volume
225,1,CALL,TSLA251107C00225000,"TSLA Nov 7, 2025 225.00 call",TSLA 11/07/25 225.0C,,225 Strike price TSLA,1 Volume
60,1,PUT,TSLA260618P00060000,"TSLA Jun 18, 2026 60.00 put",TSLA 06/18/26 60.0P,,60 Strike price TSLA,1 Volume
355,1,CALL,TSLA251205C00355000,"TSLA Dec 5, 2025 355.00 call",TSLA 12/05/25 355.0C,,355 Strike price TSLA,1 Volume
345,1,CALL,TSLA251205C00345000,"TSLA Dec 5, 2025 345.00 call",TSLA 12/05/25 345.0C,,345 Strike price TSLA,1 Volume
830,1,CALL,TSLA270115C00830000,"TSLA Jan 15, 2027 830.00 call",TSLA 01/15/27 830.0C,,830 Strike price TSLA,1 Volume
565,1,PUT,TSLA251212P00565000,"TSLA Dec 12, 2025 565.00 put",TSLA 12/12/25 565.0P,,565 Strike price TSLA,1 Volume
595,1,PUT,TSLA260417P00595000,"TSLA Apr 17, 2026 595.00 put",TSLA 04/17/26 595.0P,,595 Strike price TSLA,1 Volume
240,1,CALL,TSLA270115C00240000,"TSLA Jan 15, 2027 240.00 call",TSLA 01/15/27 240.0C,,240 Strike price TSLA,1 Volume
750,1,CALL,TSLA271217C00750000,"TSLA Dec 17, 2027 750.00 call",TSLA 12/17/27 750.0C,,750 Strike price TSLA,1 Volume
770,1,CALL,TSLA271217C00770000,"TSLA Dec 17, 2027 770.00 call",TSLA 12/17/27 770.0C,,770 Strike price TSLA,1 Volume
110,1,PUT,TSLA251128P00110000,"TSLA Nov 28, 2025 110.00 put",TSLA 11/28/25 110.0P,,110 Strike price TSLA,1 Volume
670,1,CALL,TSLA260220C00670000,"TSLA Feb 20, 2026 670.00 call",TSLA 02/20/26 670.0C,,670 Strike price TSLA,1 Volume
125,1,PUT,TSLA260618P00125000,"TSLA Jun 18, 2026 125.00 put",TSLA 06/18/26 125.0P,,125 Strike price TSLA,1 Volume
155,1,PUT,TSLA271217P00155000,"TSLA Dec 17, 2027 155.00 put",TSLA 12/17/27 155.0P,,155 Strike price TSLA,1 Volume
560,1,PUT,TSLA260417P00560000,"TSLA Apr 17, 2026 560.00 put",TSLA 04/17/26 560.0P,,560 Strike price TSLA,1 Volume
555,1,PUT,TSLA260417P00555000,"TSLA Apr 17, 2026 555.00 put",TSLA 04/17/26 555.0P,,555 Strike price TSLA,1 Volume
362.5,1,CALL,TSLA251107C00362500,"TSLA Nov 7, 2025 362.50 call",TSLA 11/07/25 362.5C,,363 Strike price TSLA,1 Volume
790,1,CALL,TSLA271217C00790000,"TSLA Dec 17, 2027 790.00 call",TSLA 12/17/27 790.0C,,790 Strike price TSLA,1 Volume
520,1,PUT,TSLA271217P00520000,"TSLA Dec 17, 2027 520.00 put",TSLA 12/17/27 520.0P,,520 Strike price TSLA,1 Volume
270,1,CALL,TSLA260220C00270000,"TSLA Feb 20, 2026 270.00 call",TSLA 02/20/26 270.0C,,270 Strike price TSLA,1 Volume
165,1,PUT,TSLA260618P00165000,"TSLA Jun 18, 2026 165.00 put",TSLA 06/18/26 165.0P,,165 Strike price TSLA,1 Volume
240,1,CALL,TSLA261218C00240000,"TSLA Dec 18, 2026 240.00 call",TSLA 12/18/26 240.0C,,240 Strike price TSLA,1 Volume
830,1,CALL,TSLA271217C00830000,"TSLA Dec 17, 2027 830.00 call",TSLA 12/17/27 830.0C,,830 Strike price TSLA,1 Volume
520,1,PUT,TSLA260417P00520000,"TSLA Apr 17, 2026 520.00 put",TSLA 04/17/26 520.0P,,520 Strike price TSLA,1 Volume
225,1,CALL,TSLA261218C00225000,"TSLA Dec 18, 2026 225.00 call",TSLA 12/18/26 225.0C,,225 Strike price TSLA,1 Volume
275,1,PUT,TSLA260320P00275000,"TSLA Mar 20, 2026 275.00 put",TSLA 03/20/26 275.0P,,275 Strike price TSLA,1 Volume
200,1,CALL,TSLA270115C00200000,"TSLA Jan 15, 2027 200.00 call",TSLA 01/15/27 200.0C,,200 Strike price TSLA,1 Volume
500,1,PUT,TSLA260417P00500000,"TSLA Apr 17, 2026 500.00 put",TSLA 04/17/26 500.0P,,500 Strike price TSLA,1 Volume
495,1,PUT,TSLA260417P00495000,"TSLA Apr 17, 2026 495.00 put",TSLA 04/17/26 495.0P,,495 Strike price TSLA,1 Volume
490,1,PUT,TSLA260417P00490000,"TSLA Apr 17, 2026 490.00 put",TSLA 04/17/26 490.0P,,490 Strike price TSLA,1 Volume
740,1,PUT,TSLA270115P00740000,"TSLA Jan 15, 2027 740.00 put",TSLA 01/15/27 740.0P,,740 Strike price TSLA,1 Volume
720,1,PUT,TSLA251121P00720000,"TSLA Nov 21, 2025 720.00 put",TSLA 11/21/25 720.0P,,720 Strike price TSLA,1 Volume
340,1,PUT,TSLA270617P00340000,"TSLA Jun 17, 2027 340.00 put",TSLA 06/17/27 340.0P,,340 Strike price TSLA,1 Volume
370,1,CALL,TSLA270617C00370000,"TSLA Jun 17, 2027 370.00 call",TSLA 06/17/27 370.0C,,370 Strike price TSLA,1 Volume
570,1,PUT,TSLA251219P00570000,"TSLA Dec 19, 2025 570.00 put",TSLA 12/19/25 570.0P,,570 Strike price TSLA,1 Volume
290,1,CALL,TSLA260320C00290000,"TSLA Mar 20, 2026 290.00 call",TSLA 03/20/26 290.0C,,290 Strike price TSLA,1 Volume
295,1,CALL,TSLA260320C00295000,"TSLA Mar 20, 2026 295.00 call",TSLA 03/20/26 295.0C,,295 Strike price TSLA,1 Volume
305,1,CALL,TSLA260320C00305000,"TSLA Mar 20, 2026 305.00 call",TSLA 03/20/26 305.0C,,305 Strike price TSLA,1 Volume
315,1,CALL,TSLA260320C00315000,"TSLA Mar 20, 2026 315.00 call",TSLA 03/20/26 315.0C,,315 Strike price TSLA,1 Volume
580,1,PUT,TSLA251219P00580000,"TSLA Dec 19, 2025 580.00 put",TSLA 12/19/25 580.0P,,580 Strike price TSLA,1 Volume
325,1,CALL,TSLA260320C00325000,"TSLA Mar 20, 2026 325.00 call",TSLA 03/20/26 325.0C,,325 Strike price TSLA,1 Volume
285,1,CALL,TSLA251107C00285000,"TSLA Nov 7, 2025 285.00 call",TSLA 11/07/25 285.0C,,285 Strike price TSLA,1 Volume
335,1,CALL,TSLA260320C00335000,"TSLA Mar 20, 2026 335.00 call",TSLA 03/20/26 335.0C,,335 Strike price TSLA,1 Volume
290,1,CALL,TSLA251107C00290000,"TSLA Nov 7, 2025 290.00 call",TSLA 11/07/25 290.0C,,290 Strike price TSLA,1 Volume
365,1,CALL,TSLA260320C00365000,"TSLA Mar 20, 2026 365.00 call",TSLA 03/20/26 365.0C,,365 Strike price TSLA,1 Volume
230,1,CALL,TSLA270115C00230000,"TSLA Jan 15, 2027 230.00 call",TSLA 01/15/27 230.0C,,230 Strike price TSLA,1 Volume
590,1,PUT,TSLA251219P00590000,"TSLA Dec 19, 2025 590.00 put",TSLA 12/19/25 590.0P,,590 Strike price TSLA,1 Volume
350,1,PUT,TSLA270617P00350000,"TSLA Jun 17, 2027 350.00 put",TSLA 06/17/27 350.0P,,350 Strike price TSLA,1 Volume
225,1,CALL,TSLA270115C00225000,"TSLA Jan 15, 2027 225.00 call",TSLA 01/15/27 225.0C,,225 Strike price TSLA,1 Volume
630,1,CALL,TSLA271217C00630000,"TSLA Dec 17, 2027 630.00 call",TSLA 12/17/27 630.0C,,630 Strike price TSLA,1 Volume
332.5,1,CALL,TSLA251107C00332500,"TSLA Nov 7, 2025 332.50 call",TSLA 11/07/25 332.5C,,333 Strike price TSLA,1 Volume
860,1,CALL,TSLA260220C00860000,"TSLA Feb 20, 2026 860.00 call",TSLA 02/20/26 860.0C,,860 Strike price TSLA,1 Volume
810,1,CALL,TSLA260220C00810000,"TSLA Feb 20, 2026 810.00 call",TSLA 02/20/26 810.0C,,810 Strike price TSLA,1 Volume
337.5,1,CALL,TSLA251107C00337500,"TSLA Nov 7, 2025 337.50 call",TSLA 11/07/25 337.5C,,338 Strike price TSLA,1 Volume
790,1,CALL,TSLA260220C00790000,"TSLA Feb 20, 2026 790.00 call",TSLA 02/20/26 790.0C,,790 Strike price TSLA,1 Volume
165,1,CALL,TSLA270617C00165000,"TSLA Jun 17, 2027 165.00 call",TSLA 06/17/27 165.0C,,165 Strike price TSLA,1 Volume
480,1,PUT,TSLA271217P00480000,"TSLA Dec 17, 2027 480.00 put",TSLA 12/17/27 480.0P,,480 Strike price TSLA,1 Volume
680,1,CALL,TSLA271217C00680000,"TSLA Dec 17, 2027 680.00 call",TSLA 12/17/27 680.0C,,680 Strike price TSLA,1 Volume
950,1,PUT,TSLA270115P00950000,"TSLA Jan 15, 2027 950.00 put",TSLA 01/15/27 950.0P,,950 Strike price TSLA,1 Volume
70,1,CALL,TSLA260116C00070000,"TSLA Jan 16, 2026 70.00 call",TSLA 01/16/26 70.0C,,70 Strike price TSLA,1 Volume
670,1,CALL,TSLA260618C00670000,"TSLA Jun 18, 2026 670.00 call",TSLA 06/18/26 670.0C,,670 Strike price TSLA,1 Volume
30,1,PUT,TSLA260821P00030000,"TSLA Aug 21, 2026 30.00 put",TSLA 08/21/26 30.0P,,30 Strike price TSLA,1 Volume
25,1,PUT,TSLA260821P00025000,"TSLA Aug 21, 2026 25.00 put",TSLA 08/21/26 25.0P,,25 Strike price TSLA,1 Volume
325,1,PUT,TSLA251212P00325000,"TSLA Dec 12, 2025 325.00 put",TSLA 12/12/25 325.0P,,325 Strike price TSLA,1 Volume
170,1,PUT,TSLA280121P00170000,"TSLA Jan 21, 2028 170.00 put",TSLA 01/21/28 170.0P,,170 Strike price TSLA,1 Volume
245,1,CALL,TSLA260116C00245000,"TSLA Jan 16, 2026 245.00 call",TSLA 01/16/26 245.0C,,245 Strike price TSLA,1 Volume
655,1,PUT,TSLA260116P00655000,"TSLA Jan 16, 2026 655.00 put",TSLA 01/16/26 655.0P,,655 Strike price TSLA,1 Volume
660,1,PUT,TSLA260918P00660000,"TSLA Sep 18, 2026 660.00 put",TSLA 09/18/26 660.0P,,660 Strike price TSLA,1 Volume
510,1,PUT,TSLA261218P00510000,"TSLA Dec 18, 2026 510.00 put",TSLA 12/18/26 510.0P,,510 Strike price TSLA,1 Volume
690,1,PUT,TSLA260918P00690000,"TSLA Sep 18, 2026 690.00 put",TSLA 09/18/26 690.0P,,690 Strike price TSLA,1 Volume
75,1,PUT,TSLA260417P00075000,"TSLA Apr 17, 2026 75.00 put",TSLA 04/17/26 75.0P,,75 Strike price TSLA,1 Volume
410,1,PUT,TSLA261218P00410000,"TSLA Dec 18, 2026 410.00 put",TSLA 12/18/26 410.0P,,410 Strike price TSLA,1 Volume
390,1,PUT,TSLA261218P00390000,"TSLA Dec 18, 2026 390.00 put",TSLA 12/18/26 390.0P,,390 Strike price TSLA,1 Volume
380,1,PUT,TSLA261218P00380000,"TSLA Dec 18, 2026 380.00 put",TSLA 12/18/26 380.0P,,380 Strike price TSLA,1 Volume
370,1,PUT,TSLA261218P00370000,"TSLA Dec 18, 2026 370.00 put",TSLA 12/18/26 370.0P,,370 Strike price TSLA,1 Volume
45,1,PUT,TSLA251219P00045000,"TSLA Dec 19, 2025 45.00 put",TSLA 12/19/25 45.0P,,45 Strike price TSLA,1 Volume
195,1,CALL,TSLA251121C00195000,"TSLA Nov 21, 2025 195.00 call",TSLA 11/21/25 195.0C,,195 Strike price TSLA,1 Volume
680,1,PUT,TSLA260116P00680000,"TSLA Jan 16, 2026 680.00 put",TSLA 01/16/26 680.0P,,680 Strike price TSLA,1 Volume
190,1,CALL,TSLA260821C00190000,"TSLA Aug 21, 2026 190.00 call",TSLA 08/21/26 190.0C,,190 Strike price TSLA,1 Volume
270,1,PUT,TSLA261218P00270000,"TSLA Dec 18, 2026 270.00 put",TSLA 12/18/26 270.0P,,270 Strike price TSLA,1 Volume
225,1,PUT,TSLA261218P00225000,"TSLA Dec 18, 2026 225.00 put",TSLA 12/18/26 225.0P,,225 Strike price TSLA,1 Volume
265,1,PUT,TSLA251212P00265000,"TSLA Dec 12, 2025 265.00 put",TSLA 12/12/25 265.0P,,265 Strike price TSLA,1 Volume
230,1,CALL,TSLA260116C00230000,"TSLA Jan 16, 2026 230.00 call",TSLA 01/16/26 230.0C,,230 Strike price TSLA,1 Volume
255,1,PUT,TSLA251212P00255000,"TSLA Dec 12, 2025 255.00 put",TSLA 12/12/25 255.0P,,255 Strike price TSLA,1 Volume
130,1,CALL,TSLA251219C00130000,"TSLA Dec 19, 2025 130.00 call",TSLA 12/19/25 130.0C,,130 Strike price TSLA,1 Volume
300,1,CALL,TSLA260717C00300000,"TSLA Jul 17, 2026 300.00 call",TSLA 07/17/26 300.0C,,300 Strike price TSLA,1 Volume
780,1,CALL,TSLA260821C00780000,"TSLA Aug 21, 2026 780.00 call",TSLA 08/21/26 780.0C,,780 Strike price TSLA,1 Volume
165,1,CALL,TSLA260618C00165000,"TSLA Jun 18, 2026 165.00 call",TSLA 06/18/26 165.0C,,165 Strike price TSLA,1 Volume
760,1,CALL,TSLA260821C00760000,"TSLA Aug 21, 2026 760.00 call",TSLA 08/21/26 760.0C,,760 Strike price TSLA,1 Volume
340,1,PUT,TSLA260821P00340000,"TSLA Aug 21, 2026 340.00 put",TSLA 08/21/26 340.0P,,340 Strike price TSLA,1 Volume
670,1,PUT,TSLA261218P00670000,"TSLA Dec 18, 2026 670.00 put",TSLA 12/18/26 670.0P,,670 Strike price TSLA,1 Volume
720,1,CALL,TSLA260821C00720000,"TSLA Aug 21, 2026 720.00 call",TSLA 08/21/26 720.0C,,720 Strike price TSLA,1 Volume
30,1,CALL,TSLA271217C00030000,"TSLA Dec 17, 2027 30.00 call",TSLA 12/17/27 30.0C,,30 Strike price TSLA,1 Volume
240,1,CALL,TSLA260618C00240000,"TSLA Jun 18, 2026 240.00 call",TSLA 06/18/26 240.0C,,240 Strike price TSLA,1 Volume
650,1,CALL,TSLA260821C00650000,"TSLA Aug 21, 2026 650.00 call",TSLA 08/21/26 650.0C,,650 Strike price TSLA,1 Volume
20,1,CALL,TSLA271217C00020000,"TSLA Dec 17, 2027 20.00 call",TSLA 12/17/27 20.0C,,20 Strike price TSLA,1 Volume
550,1,PUT,TSLA260918P00550000,"TSLA Sep 18, 2026 550.00 put",TSLA 09/18/26 550.0P,,550 Strike price TSLA,1 Volume
620,1,CALL,TSLA260821C00620000,"TSLA Aug 21, 2026 620.00 call",TSLA 08/21/26 620.0C,,620 Strike price TSLA,1 Volume
20,1,PUT,TSLA260417P00020000,"TSLA Apr 17, 2026 20.00 put",TSLA 04/17/26 20.0P,,20 Strike price TSLA,1 Volume
345,1,PUT,TSLA251212P00345000,"TSLA Dec 12, 2025 345.00 put",TSLA 12/12/25 345.0P,,345 Strike price TSLA,1 Volume
180,1,PUT,TSLA260515P00180000,"TSLA May 15, 2026 180.00 put",TSLA 05/15/26 180.0P,,180 Strike price TSLA,1 Volume
560,1,PUT,TSLA260821P00560000,"TSLA Aug 21, 2026 560.00 put",TSLA 08/21/26 560.0P,,560 Strike price TSLA,1 Volume
610,1,PUT,TSLA260116P00610000,"TSLA Jan 16, 2026 610.00 put",TSLA 01/16/26 610.0P,,610 Strike price TSLA,1 Volume
690,1,CALL,TSLA270617C00690000,"TSLA Jun 17, 2027 690.00 call",TSLA 06/17/27 690.0C,,690 Strike price TSLA,1 Volume
360,1,PUT,TSLA260417P00360000,"TSLA Apr 17, 2026 360.00 put",TSLA 04/17/26 360.0P,,360 Strike price TSLA,1 Volume
395,1,CALL,TSLA260618C00395000,"TSLA Jun 18, 2026 395.00 call",TSLA 06/18/26 395.0C,,395 Strike price TSLA,1 Volume
355,1,PUT,TSLA260417P00355000,"TSLA Apr 17, 2026 355.00 put",TSLA 04/17/26 355.0P,,355 Strike price TSLA,1 Volume
415,1,CALL,TSLA260618C00415000,"TSLA Jun 18, 2026 415.00 call",TSLA 06/18/26 415.0C,,415 Strike price TSLA,1 Volume
335,1,PUT,TSLA251212P00335000,"TSLA Dec 12, 2025 335.00 put",TSLA 12/12/25 335.0P,,335 Strike price TSLA,1 Volume
710,1,CALL,TSLA270617C00710000,"TSLA Jun 17, 2027 710.00 call",TSLA 06/17/27 710.0C,,710 Strike price TSLA,1 Volume
720,1,CALL,TSLA270617C00720000,"TSLA Jun 17, 2027 720.00 call",TSLA 06/17/27 720.0C,,720 Strike price TSLA,1 Volume
150,1,PUT,TSLA280121P00150000,"TSLA Jan 21, 2028 150.00 put",TSLA 01/21/28 150.0P,,150 Strike price TSLA,1 Volume
280,1,PUT,TSLA260417P00280000,"TSLA Apr 17, 2026 280.00 put",TSLA 04/17/26 280.0P,,280 Strike price TSLA,1 Volume
15,1,CALL,TSLA260821C00015000,"TSLA Aug 21, 2026 15.00 call",TSLA 08/21/26 15.0C,,15 Strike price TSLA,1 Volume
120,1,PUT,TSLA260717P00120000,"TSLA Jul 17, 2026 120.00 put",TSLA 07/17/26 120.0P,,120 Strike price TSLA,1 Volume
125,1,PUT,TSLA260717P00125000,"TSLA Jul 17, 2026 125.00 put",TSLA 07/17/26 125.0P,,125 Strike price TSLA,1 Volume
235,1,PUT,TSLA260515P00235000,"TSLA May 15, 2026 235.00 put",TSLA 05/15/26 235.0P,,235 Strike price TSLA,1 Volume
175,1,PUT,TSLA260220P00175000,"TSLA Feb 20, 2026 175.00 put",TSLA 02/20/26 175.0P,,175 Strike price TSLA,1 Volume
760,1,CALL,TSLA270115C00760000,"TSLA Jan 15, 2027 760.00 call",TSLA 01/15/27 760.0C,,760 Strike price TSLA,1 Volume
95,1,PUT,TSLA261218P00095000,"TSLA Dec 18, 2026 95.00 put",TSLA 12/18/26 95.0P,,95 Strike price TSLA,1 Volume
285,1,CALL,TSLA251114C00285000,"TSLA Nov 14, 2025 285.00 call",TSLA 11/14/25 285.0C,,285 Strike price TSLA,1 Volume
910,1,CALL,TSLA260717C00910000,"TSLA Jul 17, 2026 910.00 call",TSLA 07/17/26 910.0C,,910 Strike price TSLA,1 Volume
870,1,CALL,TSLA270617C00870000,"TSLA Jun 17, 2027 870.00 call",TSLA 06/17/27 870.0C,,870 Strike price TSLA,1 Volume
577.5,1,PUT,TSLA251107P00577500,"TSLA Nov 7, 2025 577.50 put",TSLA 11/07/25 577.5P,,578 Strike price TSLA,1 Volume
220,1,PUT,TSLA260220P00220000,"TSLA Feb 20, 2026 220.00 put",TSLA 02/20/26 220.0P,,220 Strike price TSLA,1 Volume
382.5,1,CALL,TSLA251114C00382500,"TSLA Nov 14, 2025 382.50 call",TSLA 11/14/25 382.5C,,383 Strike price TSLA,1 Volume
930,1,CALL,TSLA270115C00930000,"TSLA Jan 15, 2027 930.00 call",TSLA 01/15/27 930.0C,,930 Strike price TSLA,1 Volume
640,1,CALL,TSLA260717C00640000,"TSLA Jul 17, 2026 640.00 call",TSLA 07/17/26 640.0C,,640 Strike price TSLA,1 Volume
120,1,CALL,TSLA251219C00120000,"TSLA Dec 19, 2025 120.00 call",TSLA 12/19/25 120.0C,,120 Strike price TSLA,1 Volume
890,1,CALL,TSLA270617C00890000,"TSLA Jun 17, 2027 890.00 call",TSLA 06/17/27 890.0C,,890 Strike price TSLA,1 Volume
830,1,CALL,TSLA260717C00830000,"TSLA Jul 17, 2026 830.00 call",TSLA 07/17/26 830.0C,,830 Strike price TSLA,1 Volume
500,1,PUT,TSLA280121P00500000,"TSLA Jan 21, 2028 500.00 put",TSLA 01/21/28 500.0P,,500 Strike price TSLA,1 Volume
345,1,CALL,TSLA251114C00345000,"TSLA Nov 14, 2025 345.00 call",TSLA 11/14/25 345.0C,,345 Strike price TSLA,1 Volume
230,1,PUT,TSLA260717P00230000,"TSLA Jul 17, 2026 230.00 put",TSLA 07/17/26 230.0P,,230 Strike price TSLA,1 Volume
367.5,1,CALL,TSLA251114C00367500,"TSLA Nov 14, 2025 367.50 call",TSLA 11/14/25 367.5C,,368 Strike price TSLA,1 Volume
670,1,CALL,TSLA260717C00670000,"TSLA Jul 17, 2026 670.00 call",TSLA 07/17/26 670.0C,,670 Strike price TSLA,1 Volume
810,1,CALL,TSLA260717C00810000,"TSLA Jul 17, 2026 810.00 call",TSLA 07/17/26 810.0C,,810 Strike price TSLA,1 Volume
790,1,CALL,TSLA260717C00790000,"TSLA Jul 17, 2026 790.00 call",TSLA 07/17/26 790.0C,,790 Strike price TSLA,1 Volume
710,1,CALL,TSLA260717C00710000,"TSLA Jul 17, 2026 710.00 call",TSLA 07/17/26 710.0C,,710 Strike price TSLA,1 Volume
350,1,CALL,TSLA260717C00350000,"TSLA Jul 17, 2026 350.00 call",TSLA 07/17/26 350.0C,,350 Strike price TSLA,1 Volume
370,1,CALL,TSLA260717C00370000,"TSLA Jul 17, 2026 370.00 call",TSLA 07/17/26 370.0C,,370 Strike price TSLA,1 Volume
290,1,PUT,TSLA280121P00290000,"TSLA Jan 21, 2028 290.00 put",TSLA 01/21/28 290.0P,,290 Strike price TSLA,1 Volume
150,1,PUT,TSLA261218P00150000,"TSLA Dec 18, 2026 150.00 put",TSLA 12/18/26 150.0P,,150 Strike price TSLA,1 Volume
125,1,CALL,TSLA251219C00125000,"TSLA Dec 19, 2025 125.00 call",TSLA 12/19/25 125.0C,,125 Strike price TSLA,1 Volume
120,1,PUT,TSLA251219P00120000,"TSLA Dec 19, 2025 120.00 put",TSLA 12/19/25 120.0P,,120 Strike price TSLA,1 Volume
940,1,CALL,TSLA251114C00940000,"TSLA Nov 14, 2025 940.00 call",TSLA 11/14/25 940.0C,,940 Strike price TSLA,1 Volume
85,1,PUT,TSLA251219P00085000,"TSLA Dec 19, 2025 85.00 put",TSLA 12/19/25 85.0P,,85 Strike price TSLA,1 Volume
890,1,CALL,TSLA251114C00890000,"TSLA Nov 14, 2025 890.00 call",TSLA 11/14/25 890.0C,,890 Strike price TSLA,1 Volume
10,1,PUT,TSLA260717P00010000,"TSLA Jul 17, 2026 10.00 put",TSLA 07/17/26 10.0P,,10 Strike price TSLA,1 Volume
670,1,CALL,TSLA270115C00670000,"TSLA Jan 15, 2027 670.00 call",TSLA 01/15/27 670.0C,,670 Strike price TSLA,1 Volume
310,1,PUT,TSLA260515P00310000,"TSLA May 15, 2026 310.00 put",TSLA 05/15/26 310.0P,,310 Strike price TSLA,1 Volume
590,1,PUT,TSLA280121P00590000,"TSLA Jan 21, 2028 590.00 put",TSLA 01/21/28 590.0P,,590 Strike price TSLA,1 Volume
180,1,CALL,TSLA260116C00180000,"TSLA Jan 16, 2026 180.00 call",TSLA 01/16/26 180.0C,,180 Strike price TSLA,1 Volume
115,1,PUT,TSLA251219P00115000,"TSLA Dec 19, 2025 115.00 put",TSLA 12/19/25 115.0P,,115 Strike price TSLA,1 Volume
570,1,PUT,TSLA280121P00570000,"TSLA Jan 21, 2028 570.00 put",TSLA 01/21/28 570.0P,,570 Strike price TSLA,1 Volume
190,1,PUT,TSLA260417P00190000,"TSLA Apr 17, 2026 190.00 put",TSLA 04/17/26 190.0P,,190 Strike price TSLA,1 Volume
950,1,PUT,TSLA260116P00950000,"TSLA Jan 16, 2026 950.00 put",TSLA 01/16/26 950.0P,,950 Strike price TSLA,1 Volume
960,1,PUT,TSLA260116P00960000,"TSLA Jan 16, 2026 960.00 put",TSLA 01/16/26 960.0P,,960 Strike price TSLA,1 Volume
210,1,CALL,TSLA270617C00210000,"TSLA Jun 17, 2027 210.00 call",TSLA 06/17/27 210.0C,,210 Strike price TSLA,1 Volume
240,1,CALL,TSLA251114C00240000,"TSLA Nov 14, 2025 240.00 call",TSLA 11/14/25 240.0C,,240 Strike price TSLA,1 Volume
780,1,CALL,TSLA270115C00780000,"TSLA Jan 15, 2027 780.00 call",TSLA 01/15/27 780.0C,,780 Strike price TSLA,1 Volume
160,1,CALL,TSLA260116C00160000,"TSLA Jan 16, 2026 160.00 call",TSLA 01/16/26 160.0C,,160 Strike price TSLA,1 Volume
140,1,PUT,TSLA260220P00140000,"TSLA Feb 20, 2026 140.00 put",TSLA 02/20/26 140.0P,,140 Strike price TSLA,1 Volume
760,1,CALL,TSLA251114C00760000,"TSLA Nov 14, 2025 760.00 call",TSLA 11/14/25 760.0C,,760 Strike price TSLA,1 Volume
550,1,PUT,TSLA280121P00550000,"TSLA Jan 21, 2028 550.00 put",TSLA 01/21/28 550.0P,,550 Strike price TSLA,1 Volume
495,1,PUT,TSLA251212P00495000,"TSLA Dec 12, 2025 495.00 put",TSLA 12/12/25 495.0P,,495 Strike price TSLA,1 Volume
60,1,PUT,TSLA260320P00060000,"TSLA Mar 20, 2026 60.00 put",TSLA 03/20/26 60.0P,,60 Strike price TSLA,1 Volume
730,1,CALL,TSLA280121C00730000,"TSLA Jan 21, 2028 730.00 call",TSLA 01/21/28 730.0C,,730 Strike price TSLA,1 Volume
740,1,CALL,TSLA280121C00740000,"TSLA Jan 21, 2028 740.00 call",TSLA 01/21/28 740.0C,,740 Strike price TSLA,1 Volume
320,1,CALL,TSLA251128C00320000,"TSLA Nov 28, 2025 320.00 call",TSLA 11/28/25 320.0C,,320 Strike price TSLA,1 Volume
240,1,CALL,TSLA270617C00240000,"TSLA Jun 17, 2027 240.00 call",TSLA 06/17/27 240.0C,,240 Strike price TSLA,1 Volume
505,1,PUT,TSLA251205P00505000,"TSLA Dec 5, 2025 505.00 put",TSLA 12/05/25 505.0P,,505 Strike price TSLA,1 Volume
330,1,CALL,TSLA260918C00330000,"TSLA Sep 18, 2026 330.00 call",TSLA 09/18/26 330.0C,,330 Strike price TSLA,1 Volume
295,1,CALL,TSLA251128C00295000,"TSLA Nov 28, 2025 295.00 call",TSLA 11/28/25 295.0C,,295 Strike price TSLA,1 Volume
760,1,CALL,TSLA280121C00760000,"TSLA Jan 21, 2028 760.00 call",TSLA 01/21/28 760.0C,,760 Strike price TSLA,1 Volume
525,1,PUT,TSLA251205P00525000,"TSLA Dec 5, 2025 525.00 put",TSLA 12/05/25 525.0P,,525 Strike price TSLA,1 Volume
290,1,CALL,TSLA260918C00290000,"TSLA Sep 18, 2026 290.00 call",TSLA 09/18/26 290.0C,,290 Strike price TSLA,1 Volume
540,1,PUT,TSLA260618P00540000,"TSLA Jun 18, 2026 540.00 put",TSLA 06/18/26 540.0P,,540 Strike price TSLA,1 Volume
940,1,PUT,TSLA271217P00940000,"TSLA Dec 17, 2027 940.00 put",TSLA 12/17/27 940.0P,,940 Strike price TSLA,1 Volume
560,1,PUT,TSLA260515P00560000,"TSLA May 15, 2026 560.00 put",TSLA 05/15/26 560.0P,,560 Strike price TSLA,1 Volume
620,1,PUT,TSLA260618P00620000,"TSLA Jun 18, 2026 620.00 put",TSLA 06/18/26 620.0P,,620 Strike price TSLA,1 Volume
550,1,PUT,TSLA260515P00550000,"TSLA May 15, 2026 550.00 put",TSLA 05/15/26 550.0P,,550 Strike price TSLA,1 Volume
585,1,PUT,TSLA251205P00585000,"TSLA Dec 5, 2025 585.00 put",TSLA 12/05/25 585.0P,,585 Strike price TSLA,1 Volume
